facility_name,city,state,industry_sector,year,predicted_emissions
Hay Road,Wilmington,DE,Power Plants,2019,1539491.0045500002
Hay Road,Wilmington,DE,Power Plants,2020,1584738.34806
Hayden,Hayden,CO,Power Plants,2018,2806421.5641199974
Hayden,Hayden,CO,Power Plants,2019,2958220.8271599994
Hayden,Hayden,CO,Power Plants,2020,2940066.359539999
Hayes Gulch Compressor Station,Parachute,CO,Petroleum And Natural Gas Systems,2018,24369.47734
Hayes Gulch Compressor Station,Parachute,CO,Petroleum And Natural Gas Systems,2019,26213.826606199993
Hayes Gulch Compressor Station,Parachute,CO,Petroleum And Natural Gas Systems,2020,24399.849179999987
Hayes Landfill,New Castle,IN,Waste,2018,72820.34468000004
Hayes Landfill,New Castle,IN,Waste,2019,73035.06018000001
Hayes Landfill,New Castle,IN,Waste,2020,71824.66822000002
Haynes Generating Station,Long Beach,CA,Power Plants,2018,1077702.41102
Haynes Generating Station,Long Beach,CA,Power Plants,2019,1013052.7470100002
Haynes Generating Station,Long Beach,CA,Power Plants,2020,1096247.87076
Haynes International Incorporated,Kokomo,IN,Metals,2018,53806.78686000004
Haynes International Incorporated,Kokomo,IN,Metals,2019,55817.962580000014
Haynes International Incorporated,Kokomo,IN,Metals,2020,53269.76889999997
Haynesville Gathering Lp - Hall Summit Facility,Ringgold,LA,Petroleum And Natural Gas Systems,2018,111856.40953999989
Haynesville Gathering Lp - Hall Summit Facility,Ringgold,LA,Petroleum And Natural Gas Systems,2019,120005.2448904999
Haynesville Gathering Lp - Hall Summit Facility,Ringgold,LA,Petroleum And Natural Gas Systems,2020,171613.60901200003
Haynesville Gathering-230-Arkla Basin,Ringgold,LA,Petroleum And Natural Gas Systems,2018,83555.61576320002
Haynesville Gathering-230-Arkla Basin,Ringgold,LA,Petroleum And Natural Gas Systems,2019,83053.16960000002
Haynesville Gathering-230-Arkla Basin,Ringgold,LA,Petroleum And Natural Gas Systems,2020,75462.80228000002
Hays Energy Facility,San Marcos,TX,Power Plants,2018,935202.1272300002
Hays Energy Facility,San Marcos,TX,Power Plants,2019,977701.5011890003
Hays Energy Facility,San Marcos,TX,Power Plants,2020,879214.0979000002
Hazleton Generation,Hazle Township,PA,Power Plants,2018,7041.3833200000045
Hazleton Generation,Hazle Township,PA,Power Plants,2019,11351.404239999998
Hazleton Generation,Hazle Township,PA,Power Plants,2020,13327.7339879
Hb Potash Llc,Carlsbad,NM,Other,2018,4059.369449999998
Hb Potash Llc,Carlsbad,NM,Other,2019,3508.26012
Hb Potash Llc,Carlsbad,NM,Other,2020,4068.573269999997
Headlee Plant,Odessa,TX,Petroleum And Natural Gas Systems,2018,129944.68141799985
Headlee Plant,Odessa,TX,Petroleum And Natural Gas Systems,2019,128022.54263249999
Headlee Plant,Odessa,TX,Petroleum And Natural Gas Systems,2020,120043.4504677
Headquarters Xviii Abn Corps And Fort Bragg,Fort Bragg,NC,Other,2018,756112.2154303999
Headquarters Xviii Abn Corps And Fort Bragg,Fort Bragg,NC,Other,2019,614025.5918099994
Headquarters Xviii Abn Corps And Fort Bragg,Fort Bragg,NC,Other,2020,533328.2021180001
Heartland Corn Products,Winthrop,MN,Other,2018,164349.7164000001
Heartland Corn Products,Winthrop,MN,Other,2019,161699.5671799999
Heartland Corn Products,Winthrop,MN,Other,2020,158704.70326
Heath Compressor Station,Rifle,CO,Petroleum And Natural Gas Systems,2018,35350.00838000001
Heath Compressor Station,Rifle,CO,Petroleum And Natural Gas Systems,2019,33428.24612239999
Heath Compressor Station,Rifle,CO,Petroleum And Natural Gas Systems,2020,33387.83245000001
Hecla Greens Creek Mine,Juneau,AK,Other,2018,8096.183280000002
Hecla Greens Creek Mine,Juneau,AK,Other,2019,8020.306288830001
Hecla Greens Creek Mine,Juneau,AK,Other,2020,7518.899599659998
Heidelberg Materials Us Cement Llc,Mitchell,IN,Minerals,2018,547322.4447319997
Heidelberg Materials Us Cement Llc,Mitchell,IN,Minerals,2019,604830.39163
Heidelberg Materials Us Cement Llc,Mitchell,IN,Minerals,2020,587317.8251999998
Heidelberg Materials Us Cement Llc/ Nazareth,Nazareth,PA,Minerals,2018,977694.7579499998
Heidelberg Materials Us Cement Llc/ Nazareth,Nazareth,PA,Minerals,2019,950495.0736199996
Heidelberg Materials Us Cement Llc/ Nazareth,Nazareth,PA,Minerals,2020,946788.9353999996
Heidelberg Materials/Evansville Cement Plt & Quarry,Fleetwood,PA,Minerals,2018,1084234.9653299998
Heidelberg Materials/Evansville Cement Plt & Quarry,Fleetwood,PA,Minerals,2019,1113218.3878799996
Heidelberg Materials/Evansville Cement Plt & Quarry,Fleetwood,PA,Minerals,2020,1012784.6684810005
"Heidelberg Spar, Green Canyon 860 Platform",Offshore,LA,Petroleum And Natural Gas Systems,2018,68731.14152000002
"Heidelberg Spar, Green Canyon 860 Platform",Offshore,LA,Petroleum And Natural Gas Systems,2019,63007.73848
"Heidelberg Spar, Green Canyon 860 Platform",Offshore,LA,Petroleum And Natural Gas Systems,2020,60293.64350000001
Heilwood Mine,Heilwood,PA,Other,2018,172138.46591600007
Heilwood Mine,Heilwood,PA,Other,2019,155565.02924
Heilwood Mine,Heilwood,PA,Other,2020,142008.80728199997
Helena Stabilizer,Helena,TX,Petroleum And Natural Gas Systems,2018,36792.36548999999
Helena Stabilizer,Helena,TX,Petroleum And Natural Gas Systems,2019,33670.231969999986
Helena Stabilizer,Helena,TX,Petroleum And Natural Gas Systems,2020,34767.34024000002
"Helix Ironwood, Llc",Lebanon,PA,Power Plants,2018,1876779.1982299984
"Helix Ironwood, Llc",Lebanon,PA,Power Plants,2019,1922552.4096000001
"Helix Ironwood, Llc",Lebanon,PA,Power Plants,2020,1884190.081799999
Hell Gate,Bronx,NY,Power Plants,2018,21104.25642
Hell Gate,Bronx,NY,Power Plants,2019,25866.4639358
Hell Gate,Bronx,NY,Power Plants,2020,24513.049700000007
Hemlock Semiconductor Corporation,Hemlock  P.O Box 80,MI,Metals,2018,1210054.9780670004
Hemlock Semiconductor Corporation,Hemlock  P.O Box 80,MI,Metals,2019,609926.1481499998
Hemlock Semiconductor Corporation,Hemlock  P.O Box 80,MI,Metals,2020,835126.5515
Hemlock Semiconductor Llc,Clarksville,TN,Metals,2018,8247.898423269999
Hemlock Semiconductor Llc,Clarksville,TN,Metals,2019,8695.766325709998
Hemlock Semiconductor Llc,Clarksville,TN,Metals,2020,9248.86129682
Hemlock Semiconductor Operations Llc,Hemlock,MI,Metals,2018,70803.74214000003
Hemlock Semiconductor Operations Llc,Hemlock,MI,Metals,2019,69698.06514000004
Hemlock Semiconductor Operations Llc,Hemlock,MI,Metals,2020,71689.87923999998
Hemphill,Canadian,TX,Petroleum And Natural Gas Systems,2018,42593.00700080002
Hemphill,Canadian,TX,Petroleum And Natural Gas Systems,2019,38370.534696799994
Hemphill,Canadian,TX,Petroleum And Natural Gas Systems,2020,40289.96326000001
Hemphill Gas Plant,Canadian,TX,Petroleum And Natural Gas Systems,2018,34225.24517190001
Hemphill Gas Plant,Canadian,TX,Petroleum And Natural Gas Systems,2019,35305.69873999999
Hemphill Gas Plant,Canadian,TX,Petroleum And Natural Gas Systems,2020,36143.45709999999
Hemphill Seiling Compressor Station,Seiling,OK,Petroleum And Natural Gas Systems,2018,7678.1552599999995
Hemphill Seiling Compressor Station,Seiling,OK,Petroleum And Natural Gas Systems,2019,9737.677199999998
Hemphill Seiling Compressor Station,Seiling,OK,Petroleum And Natural Gas Systems,2020,10030.581837999995
Henderson Compressor Station,Montague,TX,Petroleum And Natural Gas Systems,2018,54529.16348000001
Henderson Compressor Station,Montague,TX,Petroleum And Natural Gas Systems,2019,56209.87791199995
Henderson Compressor Station,Montague,TX,Petroleum And Natural Gas Systems,2020,56079.63547000003
Henderson County Landfill/Ts Since 1997,Hendersonville,NC,Waste,2018,14708.919969799997
Henderson County Landfill/Ts Since 1997,Hendersonville,NC,Waste,2019,14847.676780000002
Henderson County Landfill/Ts Since 1997,Hendersonville,NC,Waste,2020,14810.772059999998
Henderson Gas Plant,Henderson,TX,Petroleum And Natural Gas Systems,2018,81433.35236150002
Henderson Gas Plant,Henderson,TX,Petroleum And Natural Gas Systems,2019,83265.4007018
Henderson Gas Plant,Henderson,TX,Petroleum And Natural Gas Systems,2020,75321.46066000001
Hennepin County Energy Center,Minneapolis,MN,Power Plants,2018,30173.75264
Hennepin County Energy Center,Minneapolis,MN,Power Plants,2019,34035.73338000001
Hennepin County Energy Center,Minneapolis,MN,Power Plants,2020,30125.555097699995
Hennepin Energy Recovery Center,Minneapolis,MN,Waste,2018,155368.61285599996
Hennepin Energy Recovery Center,Minneapolis,MN,Waste,2019,149899.46843799998
Hennepin Energy Recovery Center,Minneapolis,MN,Waste,2020,151887.1671699999
Hennepin Power Station,Hennepin,IL,Power Plants,2018,1741932.1406199995
Hennepin Power Station,Hennepin,IL,Power Plants,2019,1604997.4842599996
Hennepin Power Station,Hennepin,IL,Power Plants,2020,1575867.6405399994
Henrico County Dpu Springfield Rd Landfill,Glen Allen,VA,Waste,2018,15029.850940000008
Henrico County Dpu Springfield Rd Landfill,Glen Allen,VA,Waste,2019,14023.738163400003
Henrico County Dpu Springfield Rd Landfill,Glen Allen,VA,Waste,2020,15178.443933299994
Henrietta Peaker Plant,Lemoore,CA,Power Plants,2018,20949.305227899986
Henrietta Peaker Plant,Lemoore,CA,Power Plants,2019,30932.533480000027
Henrietta Peaker Plant,Lemoore,CA,Power Plants,2020,37856.1811528
Henry County Generating Station,New Castle,IN,Power Plants,2018,143146.58986000007
Henry County Generating Station,New Castle,IN,Power Plants,2019,166352.62462999998
Henry County Generating Station,New Castle,IN,Power Plants,2020,154297.322979
Henry County Landfill,Malinta,OH,Waste,2018,20703.823559999993
Henry County Landfill,Malinta,OH,Waste,2019,20486.579306399995
Henry County Landfill,Malinta,OH,Waste,2020,20005.13054
Henry Hub Area Facilities,Erath,LA,Petroleum And Natural Gas Systems,2018,3360.0671
Henry Hub Area Facilities,Erath,LA,Petroleum And Natural Gas Systems,2019,12522.463529999992
Henry Hub Area Facilities,Erath,LA,Petroleum And Natural Gas Systems,2020,10890.283780000003
Hercules Cement Stockertown Plt Quarry,Stockertown,PA,Minerals,2018,666397.97592
Hercules Cement Stockertown Plt Quarry,Stockertown,PA,Minerals,2019,671736.8140999996
Hercules Cement Stockertown Plt Quarry,Stockertown,PA,Minerals,2020,675233.2587599999
Hercules Incorporated,Louisiana,MO,Chemicals,2018,34116.30044780001
Hercules Incorporated,Louisiana,MO,Chemicals,2019,26824.165999999983
Hercules Incorporated,Louisiana,MO,Chemicals,2020,27358.392987300012
Hereford Ethanol Partners Lp,Hereford,TX,Other,2018,84953.80133999999
Hereford Ethanol Partners Lp,Hereford,TX,Other,2019,83715.75074000002
Hereford Ethanol Partners Lp,Hereford,TX,Other,2020,83267.75512000005
"Heritage-Crystal Clean, Llc",Indianapolis,IN,Petroleum And Natural Gas Systems,2018,33892.528600000005
"Heritage-Crystal Clean, Llc",Indianapolis,IN,Petroleum And Natural Gas Systems,2019,34164.16618150002
"Heritage-Crystal Clean, Llc",Indianapolis,IN,Petroleum And Natural Gas Systems,2020,34590.433717699976
"Heritage-Wti, Inc",East Liverpool,OH,Waste,2018,3147.125929999999
"Heritage-Wti, Inc",East Liverpool,OH,Waste,2019,2769.61766
"Heritage-Wti, Inc",East Liverpool,OH,Waste,2020,4950.478986499998
Herminie Compressor Station,West Newton,PA,Petroleum And Natural Gas Systems,2018,32179.87975
Herminie Compressor Station,West Newton,PA,Petroleum And Natural Gas Systems,2019,33452.08396720001
Herminie Compressor Station,West Newton,PA,Petroleum And Natural Gas Systems,2020,35881.838650000005
"Hermiston Generating Company, L.P.",Hermiston,OR,Power Plants,2018,724317.3975500002
"Hermiston Generating Company, L.P.",Hermiston,OR,Power Plants,2019,661218.8269000003
"Hermiston Generating Company, L.P.",Hermiston,OR,Power Plants,2020,604035.9814599997
"Hermiston Power, Llc",Hermiston,OR,Power Plants,2018,1066629.2343799996
"Hermiston Power, Llc",Hermiston,OR,Power Plants,2019,1049257.3078400004
"Hermiston Power, Llc",Hermiston,OR,Power Plants,2020,1005969.2324300002
Hernando County Nw Landfill,Brooksville,FL,Waste,2018,130216.75984000003
Hernando County Nw Landfill,Brooksville,FL,Waste,2019,135612.381917
Hernando County Nw Landfill,Brooksville,FL,Waste,2020,135598.84011999995
Heron Lake Bioenergy Llc,Heron Lake,MN,Other,2018,89384.25721579997
Heron Lake Bioenergy Llc,Heron Lake,MN,Other,2019,87393.59095500002
Heron Lake Bioenergy Llc,Heron Lake,MN,Other,2020,87885.31521070004
Hersey Power Plant,Hersey,MI,Power Plants,2018,38090.39020000001
Hersey Power Plant,Hersey,MI,Power Plants,2019,39918.21895960001
Hersey Power Plant,Hersey,MI,Power Plants,2020,40169.637460000005
Hexcel Corp,Salt Lake City,UT,Other,2018,49117.850164900025
Hexcel Corp,Salt Lake City,UT,Other,2019,48891.3918891
Hexcel Corp,Salt Lake City,UT,Other,2020,47717.283279999996
Hexcel Corporation,Decatur,AL,Other,2018,60974.86469999999
Hexcel Corporation,Decatur,AL,Other,2019,61187.50763060002
Hexcel Corporation,Decatur,AL,Other,2020,56169.97299540001
Hexion Inc,Louisville,KY,Other,2018,20202.646440000008
Hexion Inc,Louisville,KY,Other,2019,20844.916746400002
Hexion Inc,Louisville,KY,Other,2020,21440.215800000005
Hexion Inc.,Norco,LA,Chemicals,2018,6522.576820000004
Hexion Inc.,Norco,LA,Chemicals,2019,6884.070840000003
Hexion Inc.,Norco,LA,Chemicals,2020,9200.951960000004
Hf Sinclair El Dorado Refining Llc,El Dorado,KS,"Chemicals,Petroleum Product Suppliers,Refineries",2018,1278269.7116400003
Hf Sinclair El Dorado Refining Llc,El Dorado,KS,"Chemicals,Petroleum Product Suppliers,Refineries",2019,1007496.9992599995
Hf Sinclair El Dorado Refining Llc,El Dorado,KS,"Chemicals,Petroleum Product Suppliers,Refineries",2020,1134779.8248199997
Hf Sinclair Parco Refining Company Llc,Sinclair,WY,"Chemicals,Petroleum Product Suppliers,Refineries",2018,1201117.666359
Hf Sinclair Parco Refining Company Llc,Sinclair,WY,"Chemicals,Petroleum Product Suppliers,Refineries",2019,1199926.5728400005
Hf Sinclair Parco Refining Company Llc,Sinclair,WY,"Chemicals,Petroleum Product Suppliers,Refineries",2020,1153007.2680999998
Hf Sinclair Puget Sound Refining Llc,Anacortes,WA,"Petroleum Product Suppliers,Refineries",2018,1547500.3456799998
Hf Sinclair Puget Sound Refining Llc,Anacortes,WA,"Petroleum Product Suppliers,Refineries",2019,1681632.9115000006
Hf Sinclair Puget Sound Refining Llc,Anacortes,WA,"Petroleum Product Suppliers,Refineries",2020,1636261.64352
Hf Sinclair Tulsa Refining Llc - East,Tulsa,OK,"Petroleum Product Suppliers,Refineries",2018,944333.7552189996
Hf Sinclair Tulsa Refining Llc - East,Tulsa,OK,"Petroleum Product Suppliers,Refineries",2019,927839.07389
Hf Sinclair Tulsa Refining Llc - East,Tulsa,OK,"Petroleum Product Suppliers,Refineries",2020,990939.818400001
Hf Sinclair Tulsa Refining Llc - West,Tulsa,OK,"Petroleum Product Suppliers,Refineries",2018,597086.292607
Hf Sinclair Tulsa Refining Llc - West,Tulsa,OK,"Petroleum Product Suppliers,Refineries",2019,563453.1413639998
Hf Sinclair Tulsa Refining Llc - West,Tulsa,OK,"Petroleum Product Suppliers,Refineries",2020,559501.5779730001
Hfotco Llc,Houston,TX,Other,2018,60347.7323152
Hfotco Llc,Houston,TX,Other,2019,60379.26432750004
Hfotco Llc,Houston,TX,Other,2020,59622.794421700055
Hi-Crush Blair Llc,Taylor,WI,Other,2018,37616.79719
Hi-Crush Blair Llc,Taylor,WI,Other,2019,36916.54665000001
Hi-Crush Blair Llc,Taylor,WI,Other,2020,36612.23370800001
Hibbard Energy Center,Duluth,MN,Power Plants,2018,33115.613872500006
Hibbard Energy Center,Duluth,MN,Power Plants,2019,34892.15168000002
Hibbard Energy Center,Duluth,MN,Power Plants,2020,32972.208107989994
Hibbing Public Utilities Commission,Hibbing,MN,"Natural Gas And Natural Gas Liquids Suppliers,Power Plants",2018,152453.43248000005
Hibbing Public Utilities Commission,Hibbing,MN,"Natural Gas And Natural Gas Liquids Suppliers,Power Plants",2019,151222.37687999994
Hibbing Public Utilities Commission,Hibbing,MN,"Natural Gas And Natural Gas Liquids Suppliers,Power Plants",2020,152088.92960000003
Hibbing Taconite Company,Hibbing,MN,Metals,2018,250803.53856200006
Hibbing Taconite Company,Hibbing,MN,Metals,2019,242646.96514000007
Hibbing Taconite Company,Hibbing,MN,Metals,2020,231602.15711999987
Hickory Hill Landfill/Recycling,Ridgeland,SC,Waste,2018,18541.521351599997
Hickory Hill Landfill/Recycling,Ridgeland,SC,Waste,2019,17865.73992
Hickory Hill Landfill/Recycling,Ridgeland,SC,Waste,2020,20957.653975
"Hickory Meadows Landfill, Llc",Hilbert,WI,Waste,2018,75694.59578979999
"Hickory Meadows Landfill, Llc",Hilbert,WI,Waste,2019,79547.76804599998
"Hickory Meadows Landfill, Llc",Hilbert,WI,Waste,2020,81715.06056750003
Hickory Ridge Landfill,Conley,GA,Waste,2018,8699.448860000002
Hickory Ridge Landfill,Conley,GA,Waste,2019,9372.152740000001
Hickory Ridge Landfill,Conley,GA,Waste,2020,10219.942355829997
"Hickory Ridge Landfill, Inc.",Baylis,IL,Waste,2018,56704.94430400001
"Hickory Ridge Landfill, Inc.",Baylis,IL,Waste,2019,54777.45073310003
"Hickory Ridge Landfill, Inc.",Baylis,IL,Waste,2020,64280.88873999999
Hidalgo Cryogenic Gas Plant,Orla,TX,Petroleum And Natural Gas Systems,2018,35902.526679999995
Hidalgo Cryogenic Gas Plant,Orla,TX,Petroleum And Natural Gas Systems,2019,38519.77787999999
Hidalgo Cryogenic Gas Plant,Orla,TX,Petroleum And Natural Gas Systems,2020,33311.191375800016
Hidden Valley Landfill,Puyallup,WA,Waste,2018,11190.251699999999
Hidden Valley Landfill,Puyallup,WA,Waste,2019,13629.82718
Hidden Valley Landfill,Puyallup,WA,Waste,2020,15453.20896
Hidetown Plant,Wheeler,TX,Petroleum And Natural Gas Systems,2018,31719.95660950001
Hidetown Plant,Wheeler,TX,Petroleum And Natural Gas Systems,2019,37664.38978000002
Hidetown Plant,Wheeler,TX,Petroleum And Natural Gas Systems,2020,37755.3857277
High Acres Landfill & Recycling Center,Fairport,NY,Waste,2018,156631.41705699998
High Acres Landfill & Recycling Center,Fairport,NY,Waste,2019,153069.20663499998
High Acres Landfill & Recycling Center,Fairport,NY,Waste,2020,150045.98081600002
High Bridge,Saint Paul,MN,Power Plants,2018,796704.4055700001
High Bridge,Saint Paul,MN,Power Plants,2019,761615.4323800002
High Bridge,Saint Paul,MN,Power Plants,2020,699848.1952800005
High Desert Power Project,Victorville,CA,Power Plants,2018,963229.9205160002
High Desert Power Project,Victorville,CA,Power Plants,2019,788865.86083
High Desert Power Project,Victorville,CA,Power Plants,2020,773394.61608
High Plains/Hopson Gas Plant,Midland,TX,Petroleum And Natural Gas Systems,2018,12333.445100000003
High Plains/Hopson Gas Plant,Midland,TX,Petroleum And Natural Gas Systems,2019,13821.221060000003
High Plains/Hopson Gas Plant,Midland,TX,Petroleum And Natural Gas Systems,2020,15202.371419999998
